Name,Status,Date,Country,"Journalist or Media Worker",Motive,"Type of Death","cpj.org URL"
"Shahid Soomro",Killed,"October 20, 2002",Pakistan,Kawish,Confirmed,Murder,https://cpj.org/data/people/shahid-soomro/
"Shahid Zehri",Killed,"October 10, 2021",Pakistan,"Metro 1 News",Confirmed,Murder,https://cpj.org/data/people/shahid-zehri/
"Shahir al-Muaddamani",Killed,"August 16, 2013",Syria,"Local Council of Deraya City Media Office",Confirmed,Crossfire,https://cpj.org/data/people/shahir-al-muaddamani/
"Shaima El-Gazzar",Killed,"December 3, 2023","Israel and the Occupied Palestinian Territory","Al-Majedat network",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/shaima-el-gazzar/
"Shan Dahar",Killed,"January 1, 2014",Pakistan,"Abb Takk Television",Confirmed,Murder,https://cpj.org/data/people/shan-dahar/
"Shantanu Bhowmik",Killed,"September 20, 2017",India,Dinraat,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/shantanu-bhowmik/
"Shareef Okasha",Killed,"January 10, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/shareef-okasha/
"Shashikant Warishe",Killed,"February 7, 2023",India,"Mahanagari Times",Confirmed,Murder,https://cpj.org/data/people/shashikant-warishe/
"Shehab Mohammad al-Hiti",Killed,"October 28, 2007",Iraq,"Baghdad al-Youm",Confirmed,Murder,https://cpj.org/data/people/shehab-mohammad-al-hiti/
"Shehzad Ahmed",Killed,"August 8, 2016",Pakistan,"Aaj News",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/shehzad-ahmed/
"Sheikh Belaluddin",Killed,"February 11, 2005",Bangladesh,Sangram,Confirmed,Murder,https://cpj.org/data/people/sheikh-belaluddin/
"Sheikh Nur Mohamed Abkey",Killed,"May 4, 2010",Somalia,"Radio Mogadishu",Confirmed,Murder,https://cpj.org/data/people/sheikh-nur-mohamed-abkey/
"Shifa Zikri Ibrahim (Shifa Gardi)",Killed,"February 25, 2017",Iraq,"Rudaw TV",Confirmed,Crossfire,https://cpj.org/data/people/shifa-zikri-ibrahim-shifa-gardi/
"Shihab al-Tamimi",Killed,"February 27, 2008",Iraq,"Iraqi Journalists Syndicate",Confirmed,Murder,https://cpj.org/data/people/shihab-al-tamimi/
"Shinsuke Hashida",Killed,"May 27, 2004",Iraq,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/shinsuke-hashida/
"Shireen Abu Akleh",Killed,"May 11, 2022","Israel and the Occupied Palestinian Territory",Al-Jazeera,Confirmed,Murder,https://cpj.org/data/people/shireen-abu-akleh/
Shoba,Killed,"May 18, 2009","Sri Lanka",O'liveechchu,Confirmed,Crossfire,https://cpj.org/data/people/shoba/
"Shubham Mani Tripathi",Killed,"June 19, 2020",India,"Kampu Mail",Confirmed,Murder,https://cpj.org/data/people/shubham-mani-tripathi/
"Shujaat Bukhari",Killed,"June 14, 2018",India,"Rising Kashmir",Confirmed,Murder,https://cpj.org/data/people/shujaat-bukhari/
"Shukur Hossain",Killed,"July 5, 2002",Bangladesh,Anirban,Confirmed,Murder,https://cpj.org/data/people/shukur-hossain/
"Simon Cumbers",Killed,"June 6, 2004","Saudi Arabia",BBC,Confirmed,Murder,https://cpj.org/data/people/simon-cumbers/
"Simone Camilli",Killed,"August 13, 2014","Israel and the Occupied Palestinian Territory","The Associated Press",Confirmed,Crossfire,https://cpj.org/data/people/simone-camilli/
"Siraj Abishov",Killed,"June 4, 2021",Azerbaijan,AzTV,Confirmed,Crossfire,https://cpj.org/data/people/siraj-abishov/
"Siraj Uddin",Killed,"February 29, 2008",Pakistan,"The Nation",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/siraj-uddin/
"Sisay Fida",Killed,"May 9, 2021",Ethiopia,"Oromia Broadcasting Network",Confirmed,Murder,https://cpj.org/data/people/sisay-fida/
"So'oud Muzahim al-Shoumari",Killed,"April 4, 2006",Iraq,Al-Baghdadia,Confirmed,Murder,https://cpj.org/data/people/sooud-muzahim-al-shoumari/
"Soe Moe Tun",Killed,"December 13, 2016",Myanmar,"Daily Eleven",Confirmed,Murder,https://cpj.org/data/people/soe-moe-tun/
"Soe Naing",Killed,"December 10, 2021",Myanmar,Freelance,Confirmed,Murder,https://cpj.org/data/people/soe-naing/
"Sohail Khan",Killed,"October 16, 2018",Pakistan,"K2 Times",Confirmed,Murder,https://cpj.org/data/people/sohail-khan/
"Sokratis Giolias",Killed,"July 19, 2010",Greece,"Thema 98.9, Troktiko",Confirmed,Murder,https://cpj.org/data/people/sokratis-giolias/
"Soleil Balanga",Killed,"April 16, 2015","Democratic Republic of the Congo","Radio Monkoto Soso Aleli",Confirmed,Murder,https://cpj.org/data/people/soleil-balanga/
"Sonny Alcantara",Killed,"August 22, 2002",Philippines,"""Quo Vadis San Pablo"" and Kokus",Confirmed,Murder,https://cpj.org/data/people/sonny-alcantara/
"Soran Mama Hama",Killed,"July 21, 2008",Iraq,Livin,Confirmed,Murder,https://cpj.org/data/people/soran-mama-hama/
"Stan Storimans",Killed,"August 12, 2008",Georgia,"RTL Nieuws",Confirmed,Crossfire,https://cpj.org/data/people/stan-storimans/
"Stanislas Ocloo",Killed,"January 9, 2010",Angola,"Télévision Togolaise",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/stanislas-ocloo/
"Stephan Villeneuve",Killed,"June 19, 2017",Iraq,#5BisProduction,Confirmed,Crossfire,https://cpj.org/data/people/stephan-villeneuve/
"Stephane Charbonnier (Charb)",Killed,"January 7, 2015",France,"Charlie Hebdo",Confirmed,Murder,https://cpj.org/data/people/stephane-charbonnier-charb/
"Steven Sotloff",Killed,"August 1, 2014",Syria,Freelance,Confirmed,Murder,https://cpj.org/data/people/steven-sotloff/
"Steven Vincent",Killed,"August 3, 2005",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/steven-vincent/
"Subash Chandraboas",Killed,"April 16, 2007","Sri Lanka",Nilam,Confirmed,Murder,https://cpj.org/data/people/subash-chandraboas/
"Subramaniyam Sugitharajah",Killed,"January 24, 2006","Sri Lanka","Sudar Oli",Confirmed,Murder,https://cpj.org/data/people/subramaniyam-sugitharajah/
"Sudad Faris",Killed,"July 7, 2017",Iraq,"Salaheddin TV",Confirmed,Crossfire,https://cpj.org/data/people/sudad-faris/
"Sudip Dutta Bhaumik",Killed,"November 21, 2017",India,"Syandan Patrika",Confirmed,Murder,https://cpj.org/data/people/sudip-dutta-bhaumik/
"Suhaib Adnan",Killed,"March 10, 2009",Iraq,"Al-Baghdadia TV",Confirmed,Crossfire,https://cpj.org/data/people/suhaib-adnan/
"Suhaib al-Heeti",Killed,"May 30, 2017",Iraq,Asiasat,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/suhaib-al-heeti/
"Suhail Mahmoud al-Ali",Killed,"January 4, 2013",Syria,"Dunya TV",Confirmed,Murder,https://cpj.org/data/people/suhail-mahmoud-al-ali/
"Sulabh Srivastava",Killed,"June 13, 2021",India,"ABP News,ABP Ganga",Confirmed,Murder,https://cpj.org/data/people/sulabh-srivastava/
"Suleiman Abdul-Rahim al-Ashi",Killed,"May 13, 2007","Israel and the Occupied Palestinian Territory",Palestine,Confirmed,Murder,https://cpj.org/data/people/suleiman-abdul-rahim-al-ashi/
"Suleiman Hajjaj",Killed,"June 5, 2025","Israel and the Occupied Palestinian Territory","Palestine Today TV",Confirmed,Murder,https://cpj.org/data/people/suleiman-hajjaj/
"Sultan Mohammed Munadi",Killed,"September 9, 2009",Afghanistan,"The New York Times",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sultan-mohammed-munadi/
"Sunday Gyang Bwede",Killed,"April 24, 2010",Nigeria,"The Light Bearer",Confirmed,Murder,https://cpj.org/data/people/sunday-gyang-bwede/
"Suresh Linbiyo",Killed,"November 27, 2007","Sri Lanka","Voice of Tigers",Confirmed,Crossfire,https://cpj.org/data/people/suresh-linbiyo/
"Suresh Rajak",Killed,"March 28, 2025",Nepal,"Avenues Television",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/suresh-rajak/
"Sylvain Gagnetau Lago",Killed,"May 8, 2011","Ivory Coast","Radio Yopougon",Confirmed,Murder,https://cpj.org/data/people/sylvain-gagnetau-lago/
"T. Tharmalingam",Killed,"November 27, 2007","Sri Lanka","Voice of Tigers",Confirmed,Crossfire,https://cpj.org/data/people/t-tharmalingam/
"Taha Shawkat Al-Halou",Killed,"August 27, 2016",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/taha-shawkat-al-halou/
"Tahir Awan",Killed,"January 4, 2009",Pakistan,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tahir-awan/
"Tahrir Kadhim Jawad",Killed,"October 4, 2010",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/tahrir-kadhim-jawad/
"Taimoor Khan",Killed,"February 12, 2017",Pakistan,"Samaa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/taimoor-khan/
"Taj al-Sir Ahmed Suleiman",Killed,"November 23, 2025",Sudan,"Sudan News Agency (SUNA)",Confirmed,Murder,https://cpj.org/data/people/taj-al-sir-ahmed-suleiman/
"Takieddin al-Hudhaifi",Killed,"May 26, 2017",Yemen,Al-Akhbariya,Confirmed,Crossfire,https://cpj.org/data/people/takieddin-al-hudhaifi/
"Tamer Abdel Raouf",Killed,"August 19, 2013",Egypt,Al-Ahram,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tamer-abdel-raouf/
"Tamer al-Awam",Killed,"September 9, 2012",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/tamer-al-awam/
"Tamim Abu Muammar",Killed,"August 9, 2024","Israel and the Occupied Palestinian Territory","Palestinian Broadcasting Corporation",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tamim-abu-muammar/
"Taras Protsyuk",Killed,"April 8, 2003",Iraq,Reuters,Confirmed,Crossfire,https://cpj.org/data/people/taras-protsyuk/
"Tarek El Sayed Abu Skheil",Killed,"March 18, 2024","Israel and the Occupied Palestinian Territory","Al Quds",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tarek-el-sayed-abu-skheil/
"Tareq AlSalhi",Killed,"October 15, 2024","Israel and the Occupied Palestinian Territory","Gaza Live network",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tareq-alsalhi/
"Tareq Ayyoub",Killed,"April 8, 2003",Iraq,Al-Jazeera,Confirmed,Crossfire,https://cpj.org/data/people/tareq-ayyoub/
"Tariq Al-Maidna",Killed,"January 29, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tariq-al-maidna/
"Tarun Kumar Acharya",Killed,"May 27, 2014",India,"Kanak TV, Sambad",Confirmed,Murder,https://cpj.org/data/people/tarun-kumar-acharya/
"Tasneem Bkheet",Killed,"October 24, 2023","Israel and the Occupied Palestinian Territory",Al-Saada,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tasneem-bkheet/
"Tayson Lartigue",Killed,"September 11, 2022",Haiti,"Tijén Journalis",Confirmed,Murder,https://cpj.org/data/people/tayson-lartigue/
"Telman (Abdulla) Alishayev",Killed,"September 2, 2008",Russia,TV-Chirkei,Confirmed,Murder,https://cpj.org/data/people/telman-abdulla-alishayev/
"Terry Lloyd",Killed,"March 22, 2003",Iraq,"ITV News",Confirmed,Crossfire,https://cpj.org/data/people/terry-lloyd/
"Tetyana Kulyk",Killed,"February 25, 2025",Ukraine,Ukrinform,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/tetyana-kulyk/
"Thaer Ahmad Jaber",Killed,"April 5, 2007",Iraq,"Baghdad TV",Confirmed,Murder,https://cpj.org/data/people/thaer-ahmad-jaber/
"Thaer al-Ajlani",Killed,"July 27, 2015",Syria,"Sham FM; al-Watan",Confirmed,Crossfire,https://cpj.org/data/people/thaer-al-ajlani/
"Thaer Al-Ali",Killed,"April 26, 2015",Iraq,"Rai al-Nas",Confirmed,Murder,https://cpj.org/data/people/thaer-al-ali/
"Thaker al-Shouwili",Killed,"October 12, 2006",Iraq,Al-Shaabiya,Confirmed,Murder,https://cpj.org/data/people/thaker-al-shouwili/
"Tim Hetherington",Killed,"April 20, 2011",Libya,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/tim-hetherington/
"Tim Lopes",Killed,"June 3, 2002",Brazil,"TV Globo",Confirmed,Murder,https://cpj.org/data/people/tim-lopes/
"Tito Alberto Palma",Killed,"August 22, 2007",Paraguay,"Radio Mayor Otaño and Radio Chaco Boreal",Confirmed,Murder,https://cpj.org/data/people/tito-alberto-palma/
"Turad Mohamed al-Zahouri",Killed,"February 20, 2014",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/turad-mohamed-al-zahouri/
"Turki al-Jasser",Killed,"June 14, 2025","Saudi Arabia",Freelance,Confirmed,Murder,https://cpj.org/data/people/turki-al-jasser/
"Ulf Strömberg",Killed,"November 26, 2001",Afghanistan,TV4,Confirmed,Murder,https://cpj.org/data/people/ulf-stromberg/
"Uma Singh",Killed,"January 11, 2009",Nepal,"Janakpur Today, Radio Today",Confirmed,Murder,https://cpj.org/data/people/uma-singh/
"Umesh Rajput",Killed,"January 23, 2011",India,"Nai Dunia",Confirmed,Murder,https://cpj.org/data/people/umesh-rajput/
"Vadym Komarov",Killed,"June 20, 2019",Ukraine,Dzvin,Confirmed,Murder,https://cpj.org/data/people/vadym-komarov/
"Vagif Kochetkov",Killed,"January 8, 2006",Russia,"Trud and Tulsky Molodoi Kommunar",Confirmed,Murder,https://cpj.org/data/people/vagif-kochetkov/
"Valentín Valdés Espinosa",Killed,"January 8, 2010",Mexico,"Zócalo de Saltillo",Confirmed,Murder,https://cpj.org/data/people/valentin-valdes-espinosa/
"Valério Luiz de Oliveira",Killed,"July 5, 2012",Brazil,"Rádio Jornal",Confirmed,Murder,https://cpj.org/data/people/valerio-luiz-de-oliveira/
"Valery Ivanov",Killed,"April 29, 2002",Russia,"Tolyatinskoye Obozreniye",Confirmed,Murder,https://cpj.org/data/people/valery-ivanov/
"Vedat Erdemci",Killed,"October 11, 2019",Syria,"Hawar News Agency (ANHA),Ronahi TV",Confirmed,Crossfire,https://cpj.org/data/people/vedat-erdemci/
"Veeraboina Yadagiri",Killed,"February 21, 2004",India,"Andhra Prabha",Confirmed,Murder,https://cpj.org/data/people/veeraboina-yadagiri/
"Veronique Robert",Killed,"June 24, 2017",Iraq,#5BisProduction,Confirmed,Crossfire,https://cpj.org/data/people/veronique-robert/
"Victor Nuñez",Killed,"November 23, 2009",Philippines,UNTV,Confirmed,Murder,https://cpj.org/data/people/victor-nunez/
"Vijay Pratap Singh",Killed,"July 20, 2010",India,"Indian Express",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/vijay-pratap-singh/
"Vikas Ranjan",Killed,"November 25, 2008",India,Hindustan,Confirmed,Murder,https://cpj.org/data/people/vikas-ranjan/
"Viktor Dedov",Killed,"March 11, 2022",Ukraine,"Sigma TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/viktor-dedov/
"Viktoria Roshchina",Killed,"September 19, 2024",Russia,Freelance,Confirmed,Murder,https://cpj.org/data/people/viktoria-roshchina/
"Vira Hyrych",Killed,"April 28, 2022",Ukraine,"Radio Free Europe/Radio Liberty",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/vira-hyrych/
"Virgilio Maganes",Killed,"November 10, 2020",Philippines,"DWPR Radio,Northern Watch",Confirmed,Murder,https://cpj.org/data/people/virgilio-maganes/
"Vladimir Kirsanov",Killed,"May 17, 2001",Russia,"Kurganskiye Vesti",Confirmed,Murder,https://cpj.org/data/people/vladimir-kirsanov/
"Volker Handloik",Killed,"November 11, 2001",Afghanistan,"freelance reporter",Confirmed,Crossfire,https://cpj.org/data/people/volker-handloik/
"Vyacheslav Veremiy",Killed,"February 19, 2014",Ukraine,Vesti,Confirmed,Murder,https://cpj.org/data/people/vyacheslav-veremiy/
"Wadallah Sarhan",Killed,"November 1, 2004",Iraq,"Akhbar al-Mosul",Confirmed,Murder,https://cpj.org/data/people/wadallah-sarhan/
"Wadih Sa'ad al-Hamdani",Killed,"November 27, 2013",Iraq,"Baghdad TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/wadih-saad-al-hamdani/
"Wael al-Absi",Killed,"May 26, 2017",Yemen,"Yemen TV",Confirmed,Crossfire,https://cpj.org/data/people/wael-al-absi/
"Wael Mikhael",Killed,"October 9, 2011",Egypt,Al-Tareeq,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/wael-mikhael/
"Wafa Al-Udaini",Killed,"September 29, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/wafa-al-udaini/
"Wafaa Abu Dabaan",Killed,"July 6, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/wafaa-abu-dabaan/
"Waldemar Milewicz",Killed,"May 7, 2004",Iraq,TVP,Confirmed,Crossfire,https://cpj.org/data/people/waldemar-milewicz/
"Waleed Khaled",Killed,"August 28, 2005",Iraq,Reuters,Confirmed,Crossfire,https://cpj.org/data/people/waleed-khaled/
"Walgney Assis Carvalho",Killed,"April 14, 2013",Brazil,Freelance,Confirmed,Murder,https://cpj.org/data/people/walgney-assis-carvalho/
"Wali Khan Babar",Killed,"January 13, 2011",Pakistan,"Geo TV",Confirmed,Murder,https://cpj.org/data/people/wali-khan-babar/
"Walid Jamil Amira",Killed,"March 3, 2013",Syria,"Jobar Media Center",Confirmed,Crossfire,https://cpj.org/data/people/walid-jamil-amira/
"Wasem Aledel",Killed,"October 23, 2015",Syria,"Maarat Media Center",Confirmed,Crossfire,https://cpj.org/data/people/wasem-aledel/
"Washiqur Rahman Babu",Killed,"March 30, 2015",Bangladesh,Freelance,Confirmed,Murder,https://cpj.org/data/people/washiqur-rahman-babu/
"Wassan Al-Azzawi",Killed,"December 23, 2013",Iraq,"Salaheddin TV",Confirmed,Murder,https://cpj.org/data/people/wassan-al-azzawi/
"Wendi Winters",Killed,"June 28, 2018",USA,"Capital Gazette",Confirmed,Murder,https://cpj.org/data/people/wendi-winters/
"Wilguens Louis-Saint",Killed,"January 6, 2022",Haiti,"Télé Patriote,Tambou Verité",Confirmed,Murder,https://cpj.org/data/people/wilguens-louis-saint/
"William Biggart",Killed,"September 11, 2001",USA,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/william-biggart/
"Win Htut Oo",Killed,"August 20, 2024",Myanmar,"Democratic Voice of Burma",Confirmed,Murder,https://cpj.org/data/people/win-htut-oo/
"Wissam Ali Ouda",Killed,"May 21, 2008",Iraq,Al-Afaq,Confirmed,Crossfire,https://cpj.org/data/people/wissam-ali-ouda/
"Wissam Kassem",Killed,"October 25, 2024",Lebanon,"Al-Manar TV",Confirmed,Murder,https://cpj.org/data/people/wissam-kassem/
"Wisut ""Ae"" Tangwittayaporn",Killed,"January 12, 2012",Thailand,"Inside Phuket",Confirmed,Murder,https://cpj.org/data/people/wisut-ae-tangwittayaporn/
"Withayut Sangsopit",Killed,"April 10, 2001",Thailand,Freelancer,Confirmed,Murder,https://cpj.org/data/people/withayut-sangsopit/
"Wu Xianghu",Killed,"February 2, 2006",China,"Taizhou Wanbao",Confirmed,Murder,https://cpj.org/data/people/wu-xianghu/
"Yacoup Al-Borsh",Killed,"November 13, 2023","Israel and the Occupied Palestinian Territory","Namaa Radio",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/yacoup-al-borsh/
"Yahia Barzaq",Killed,"September 30, 2025","Israel and the Occupied Palestinian Territory","Collaborated with TRT World",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/yahia-barzaq/
"Yahya Abdul Hamid",Killed,"September 12, 2015",Iraq,"Radio Rasheed",Confirmed,Murder,https://cpj.org/data/people/yahya-abdul-hamid/
"Yahya Abu Manih",Killed,"November 7, 2023","Israel and the Occupied Palestinian Territory","Al-Aqsa Voice Radio",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/yahya-abu-manih/
"Yahya Sobeih",Killed,"May 7, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/yahya-sobeih/
"Yameen Rasheed",Killed,"April 23, 2017",Maldives,"The Daily Panic",Confirmed,Murder,https://cpj.org/data/people/yameen-rasheed/
"Yaniv Zohar",Killed,"October 7, 2023","Israel and the Occupied Palestinian Territory","Israel Hayom",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/yaniv-zohar/
"Yar Mohammad Tokhi",Killed,"April 30, 2018",Afghanistan,"TOLO News",Confirmed,Murder,https://cpj.org/data/people/yar-mohammad-tokhi/
"Yara Abbas",Killed,"May 27, 2013",Syria,Al-Ikhbariya,Confirmed,Crossfire,https://cpj.org/data/people/yara-abbas/
"Yaser Murtaja",Killed,"April 7, 2018","Israel and the Occupied Palestinian Territory","Ain Media",Confirmed,Murder,https://cpj.org/data/people/yaser-murtaja/
"Yasser Abu Namous",Killed,"October 27, 2023","Israel and the Occupied Palestinian Territory",Al-Sahel,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/yasser-abu-namous/
